"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean"
"PIMENTO",0,3.733,1.2,0.333,2.667,2.533
"PIMP",1.368,0,0.632,0.105,0.053,2.158
"PIMPING",0.933,0.067,0.133,0.333,0.067,2.933
"PIMPLE",0.176,0,3.882,0.706,0,4.412
"PIMPLED",0.111,0.056,1.833,0.611,0.056,3.833
"PIN",0.895,0.053,3.158,0.526,0.053,4.053
"PIN DOWN",0.444,0,2.444,0.944,0,3.333
"PIN NUMBER",1.765,0.118,1.765,0.294,0.176,3.765
"PINA COLADA",0.118,5,2.941,1.353,4.235,4.471
"PINBALL",3.235,0.294,2.882,0.412,0.235,4.412
"PINCER",0.214,0.071,2.5,0.571,0,3.071
"PINCERS",0.765,0.235,2.824,1.235,0.294,4.176
"PINCH",0.471,0.353,3.882,2.588,0.176,2.588
"PINCHED",0.095,0,3.429,2.238,0,1.81
"PINCHER",0.167,0.167,3,0.278,0.111,2.222
"PINCHING",0.65,0.1,3.8,2.6,0.1,2.75
"PINCUSHION",0.471,0.235,2.529,0.294,0.235,3.353
"PINE",0.333,0.278,2.611,0.278,3.889,4.389
"PINE NEEDLE",0.059,0.588,2.647,0.059,3.353,4
"PINE TREE",0.526,0.105,3.105,0.053,2.947,4.632
"PINEAPPLE",0.15,4.5,3.3,0.45,3.4,4.1
"PINECONE",0.353,0.353,3,0.176,1.529,3.941
"PINED",1.286,0.214,0.643,2.286,0.571,1.929
"PINEWOOD",0.4,0.1,1.7,0,2,3
"PINEWOODS",0.375,0.125,2.688,0.312,2.938,4.438
"PINEY",1,0.462,2.077,0.923,3.462,2.462
"PING",3.25,0,0.3,0.05,0,1
"PING-PONG BALL",2.389,0,3.167,0,0.056,4
"PING-PONG TABLE",1.562,0,2.125,0.312,0,3.312
"PINHEAD",0.375,0.062,1.812,0.312,0.062,3.562
"PINHEADED",1.943,0.057,0.714,0.4,0.029,2.571
"PINHOLE",0,0,2.062,0.062,0.062,4.125
"PINING",0.875,0.125,0,3.062,0.062,1.438
"PINK",0,0,0.294,0,0,4.882
"PINKEYE",0.125,0,0.25,1.562,0.062,2.75
"PINKIE",0.1,0.1,2.9,0.45,0.05,3.7
"PINKISH",0.118,0,0.059,0,0,4
"PINKNESS",0,0.3,0.15,0,0.2,4.35
"PINKY",0.053,0.053,2.474,0.105,0.053,3.947
"PINNACLE",0.6,0,0.333,0.933,0,2.733
"PINNED",0.286,0,2.048,0.952,0.286,2.762
"PINNING",0.75,0.25,1.875,0.438,0.125,3.062
"PINPOINT",0.526,0.158,1.474,0.474,0.105,2.737
"PINPRICK",0.059,0,3.824,1.706,0,2.353
"PINSTRIPE",0,0.056,0.167,0.056,0,4.389
"PINT",0.45,1.2,1.45,0.45,0.7,3.9
"PINTSIZE",0.45,0.15,1.05,0.2,0.05,3.85
"PINUP",0.167,0,1.278,0.167,0,4.389
"PINWHEEL",1.095,0.19,1.81,0.238,0.143,4
"PIONEER",1.263,0.053,0.421,0.579,0.421,2.421
"PIOUS",1.824,0.176,0.471,2.353,0.294,1.765
"PIOUSLY",2.167,0.278,0.889,1.667,0.278,2.5
"PIPE",0.526,0.684,2.684,0.263,1.158,3.263
"PIPE FITTER",1.375,0,1.688,0.125,0.25,3.312
"PIPED",0.882,0.294,1.118,0.294,0.294,2.824
"PIPEDREAM",2.059,0.176,0.176,2,0.059,1.529
"PIPELINE",1,0.438,1.688,0.5,1.062,3.812
"PIPETTE",0.818,0.273,2.727,0.182,0.636,3.636
"PIPING",0.625,0.375,1.25,0.062,0.062,3.062
"PIPSQUEAK",1.438,0,0,0.438,0,3.188
"PIRACY",1.778,0.167,0.333,0.833,0.222,2.944
"PIRANHA",1.133,0.333,2.733,0.2,0.533,4.6
"PIRATE",2.55,0,0.25,0.1,0.25,3.75
"PISS",3.263,0.316,0.579,2.368,3.421,4.211
"PISS OFF",2.118,0,0.118,3.824,0,1.941
"PISSED",2.278,0,0.389,3.944,0.167,2.167
"PISSED OFF",3.158,0.474,0.474,3.947,0.316,2.947
"PISSER",1.357,0,0.357,0.5,0.643,2.571
"PISTACHIO",0.353,4.824,2.118,0.706,1.529,3.059
"PISTOL",3.45,0.1,3.7,0.35,0.85,4.1
"PISTOL GRIP",0.3,0.15,3.85,0.4,0.15,2.6
"PISTON",2.235,0.118,1.353,0.235,0.235,3.059
"PIT",0.5,0.2,1.45,0.65,0.6,3.3
"PIT STOP",1.684,0.158,1.158,0.737,0.737,3.474
"PITA",0.625,3.625,3.062,0.312,2.25,3.625
"PITBULL",2.857,0,2.714,0.19,1.381,4.095
"PITCH",2.438,0,0.5,0.438,0.062,1.812
"PITCHER",0.95,0.35,1.85,0.25,0.2,3.85
"PITCHFORK",0.471,0,2.471,0.118,0.235,3.647
"PITCHING",1.167,0,2,0.5,0.056,3.833
"PITCHMAN",2.789,0.105,0.789,0.368,0.105,2.421
"PITCHY",2.889,0,0.222,0,0,1.111
"PITFALL",0.952,0.095,1.19,1.19,0.19,3.19
"PITHILY",2.524,0.095,0.286,1.381,0,1.714
"PITIABLE",2.176,0,0.294,1.824,0,3.235
"PITIFUL",2.086,0,0.257,2.543,0,2.943
"PITIFULLY",2.444,0,1.056,1.833,0.278,2.611
"PITILESS",1.65,0.2,0.25,2,0.05,2.15
"PITILESSLY",2.769,0.077,0.615,2.462,0.154,2.923
"PITTED",0.684,0.368,1.526,1,0.105,2.526
"PITTING",1.357,0.143,1.786,0.929,0.143,2.714
"PITUITARY",0.294,0,0.824,1.118,0,1.824
"PITY",2.1,0,0,2.5,0.2,2.55
"PITYING",2.632,0.053,0.579,2.579,0.105,2.421
"PITYINGLY",2.111,0,0.333,1.444,0,2
"PIVOT",0.235,0.235,1.118,1.235,0.059,2.765
"PIVOTAL",1.588,0.647,1.294,1.471,0.471,2.412
"PIXEL",0.158,0.105,0.158,0.105,0.105,4.474
"PIXIE",0.8,0,0.3,0.15,0,3.75
"PIXILATED",0.105,0,0,0,0,4.474
"PIXILATION",0.111,0,0,0,0,4.222
"PIZZA",0.412,5,1.941,0.706,4.412,4
"PIZZAZZ",2.333,0.278,0.444,0.889,0.222,3.111
"PIZZERIA",2.105,2.842,2.158,0.947,3.684,4.105
"PLACARD",0.308,0.077,2.231,0,0,4.308
"PLACATE",2.733,0.133,0.733,0.6,0,2.333
"PLACE",2,0.222,1.5,1.056,1.611,3.556
"PLACE MAT",0.368,0.421,2.421,0.526,0.789,4.105
"PLACEBO",0.105,0.474,0.211,2.053,0.053,1.368
"PLACEHOLDER",0.647,0.118,0.294,0.471,0.353,2.412
"PLACELESS",0.267,0,0.133,0.467,0,1.867
"PLACEMAT",0.095,0.095,2.286,0,0.095,3.81
"PLACEMENT",1.172,0.31,1.138,0.483,0.448,3.31
"PLACENTA",0.882,0.118,1.353,1.706,1.059,3.706
"PLACID",0.8,0,1.2,2.467,0.133,2.533
"PLACIDLY",1.467,0.267,0.933,2.533,0.133,2
"PLACIDNESS",2.429,0,0.429,1.857,0,3.357
"PLAGIARISM",2.737,0.105,0.158,0.474,0.421,3.947
"PLAGIARIST",1.667,0.067,0.133,0.267,0,3.733
"PLAGIARISTIC",2.214,0,0,0.714,0,2.786
"PLAGIARIZE",2.026,0.026,0.184,0.5,0.053,3.184
"PLAGIARIZER",1.889,0,0.222,0.222,0.056,2.333
"PLAGUE",0.6,0.1,1.1,3.3,1.05,2.65
"PLAGUED",0.533,0,0.267,1.733,0.6,1.933
"PLAID",0,0,1.188,0,0.188,4.5
"PLAIN",1.19,1.381,1.571,0.619,1.238,3.143
"PLAINCLOTHES",0.263,0.053,1.158,0.105,0.158,4.158
"PLAINCLOTHESMAN",1.083,0,0.5,0.333,0,3.917
"PLAINER",1.182,0.818,0.727,0.364,0.818,4
"PLAINLY",1.737,0.895,0.579,0.421,0.368,3.211
"PLAINNESS",1.056,1.5,0.444,0.778,0.389,3.278
"PLAINSWOMAN",1.214,0.214,0.214,0.429,0.214,3.214
"PLAINTIFF",2.889,0.056,1.111,0.222,0.278,3.444
"PLAINTIVE",2.875,0,0,0.562,0,2.375
"PLAN",2.487,0.256,0.795,1.487,0.282,2.744
"PLANE",3.278,0,1.722,0.722,0.556,4
"PLANE TICKET",0.211,0.263,2.947,0.211,0.211,4.368
"PLANET",0.75,0.312,0.875,0.625,0.625,3.75
"PLANETARIUM",1.579,0,0.579,0.211,0.053,4.316
"PLANETARY",0.353,0.353,0.529,0.235,0.176,2.941
"PLANK",0.471,0,2.235,0.353,0.118,4.059
"PLANKING",0.294,0,2.235,0.647,0.059,3.765
"PLANKTON",0.471,0.235,1.471,0,0.529,2.941
"PLANNER",1.85,0.1,1.15,0.1,0.2,3.2
"PLANT",0.537,1.732,3.756,0.659,3.341,4.293
"PLANTAIN",0.2,3.2,1.867,0.4,1.8,3.467
"PLANTATION",1.5,0.125,0.562,0.25,0.5,3.25
"PLANTER",0.421,0,1.421,0,0.526,3.263
"PLANTING",0.235,0.059,3.059,0.412,0.588,4.059
"PLANTLIKE",0.5,0.55,2.5,0.5,1.2,4
"PLAQUE",0.15,1.2,2.65,0.8,0.35,3.75
"PLASMA",0.333,0,1.222,1.222,0.167,2.556
"PLASTER",0.118,0,2.412,0.118,0.235,3.353
"PLASTER CAST",0.769,0.231,3.385,0.769,1.154,4.615
"PLASTERBOARD",0.125,0.062,2.25,0.188,0.062,4
"PLASTERER",1.417,0,2.25,0.167,0.417,2.917
"PLASTERING",0.857,0.143,2.857,0.286,1.5,3.929
"PLASTERWORK",0.917,0.417,3.083,0.75,0.667,4.167
"PLASTIC",1.211,0.737,4.368,0.158,1.632,4.526
"PLASTIC BAG",1.556,0.111,2.722,0,0.222,4.222
"PLASTIC FILM",0.588,0,2.412,0,0,3.176
"PLASTIC SURGERY",0.421,0.105,1.632,1.053,0.211,3.211
"PLASTICALLY",0.357,0.214,2.143,0.286,0.786,2.571
"PLASTICITY",0.267,0.333,2.133,0.667,0.2,2.533
"PLASTICS",0.895,0.368,3.368,0,1.211,3.895
"PLATE",1.2,0.25,3.65,0.25,0.25,4.45
"PLATEAU",0.526,0.105,0.842,0.526,0.053,3.316
"PLATED",0.267,0.267,1.533,0,0.6,3.067
"PLATEFUL",0.786,1.929,1.786,1.143,1.5,4.357
"PLATELET",0.467,0.133,0.867,1.4,0.2,2.467
"PLATFORM",0.278,0,1.611,0,0,4.056
"PLATING",1.375,0.812,2,1.188,0.75,3.438
"PLATINUM",0.421,0.053,1.947,0.263,0,4.105
"PLATONIC",1.571,0.214,0.786,3.143,0.214,3.214
"PLATONICALLY",2.696,0.043,0.609,2.391,0.043,2.522
"PLATOON",2.75,0,1,0.375,0.25,4.125
"PLATTER",0.812,0.875,1.812,0.312,0.375,3.75
"PLATYPUS",1.684,0.316,1.526,0.105,0.895,3.895
"PLAUSIBILITY",1.667,0.467,0.6,1.667,0.467,1.6
"PLAUSIBLE",1.727,0,0.318,1.409,0.5,1.727
"PLAUSIBLY",0.65,0.25,0.2,0.7,0.1,0.65
"PLAY",3.312,0.375,1.312,2.812,0.688,3.75
"PLAY AROUND",2.4,0.15,1.75,1.25,0,3.3
"PLAY DOUGH",0.316,0.474,3.895,0.368,2.263,3.895
"PLAY DOWN",1.667,0,0.333,0.867,0,2.6
"PLAY OFF",2.611,0.278,0.389,0.833,0.278,3.778
"PLAYABILITY",1.45,0,1.05,0.55,0,2.4
"PLAYABLE",2.059,0,1.294,0.765,0,2.647
"PLAYACT",2.684,0,0.263,0.947,0.263,3.211
"PLAYBACK",3.278,0,0.167,0.056,0,3.278
"PLAYBILL",0.357,0,2.286,0,0,3.929
"PLAYBOOK",0.895,0.368,1.737,0.579,0.474,3.579
"PLAYBOY",2.188,0.188,1.75,1.625,0.5,3.938
"PLAYER",1.722,0,0.722,0.833,0.222,3.111
"PLAYFIELD",1.529,0,1.235,0.294,0.824,4.294
"PLAYFUL",3,0.389,1.444,1.833,0.389,3.722
"PLAYFULLY",1.833,0.222,1.833,2.444,0.444,3.556
"PLAYFULNESS",2.895,0.105,1.632,2.316,0.158,3.789
"PLAYGIRL",0.765,0.059,0.706,0.118,0.059,4.235
"PLAYGROUND",2.15,0,2.1,0.6,0.5,4.2
"PLAYGROUP",2.059,0.176,0.294,0.471,0.235,2.941
"PLAYHOUSE",1.722,0.111,1.111,0.833,0.167,3.5
"PLAYING CARD",0.824,0,3.706,0,0,4.882
"PLAYLIST",4.278,0.278,0.722,0.444,0.278,3.056
"PLAYMAKER",1.8,0,0.333,0.2,0,3
"PLAYMAKING",2,0,0.5,0.5,0,3.389
"PLAYMATE",2.474,0.105,1.632,0.789,0.368,3.895
"PLAYOFF",2.429,0,0.571,0.714,0.238,2.619
"PLAYOFFS",3.214,0.071,0.429,0.857,0.357,4
"PLAYPEN",1,0,2.429,0.143,0.381,4.476
"PLAYROOM",1.125,0,0.812,0.125,0.25,3.75
"PLAYSCHOOL",2.722,0.056,0.444,0.111,0.333,3.833
"PLAYSET",1,0,2.118,0.176,0.059,4.059
"PLAYSTATION",2.438,0.062,2.812,0.438,0.062,4.312
"PLAYSUIT",0.562,0.125,1.625,0.125,0.312,3.438
"PLAYTHING",0.789,0.053,2.684,0.158,0.158,2.579
"PLAYTIME",2.833,0,1.333,0.556,0,2.944
"PLAYWRIGHT",2.188,0,0.375,0.375,0,2.938
"PLAYWRITING",2.125,0.062,0.25,0.25,0.125,3.875
"PLAZA",1.333,0,0.833,0,0.667,4.444
"PLEA",4.158,0,0,0.789,0,1.684
"PLEAD",4.235,0,0.294,1.118,0,2.882
"PLEADER",2.529,0,0.294,0.765,0,2
"PLEADING",4.15,0,0.15,0.45,0,2.5
"PLEADINGLY",2.933,0,0.733,0.333,0,2.133
"PLEASANT",3.412,2.529,2.353,3.235,2.294,3.588
"PLEASANTLY",1.882,1,1.059,2.529,1.294,2.529
"PLEASANTNESS",2.235,0.882,0.647,1.941,0.882,2.412
"PLEASANTRY",2.45,0.45,0.5,1.1,0.35,2.35
"PLEASE",2.842,0.474,0.632,1.474,0.474,1.842
"PLEASED",3.059,2.294,2.706,4.235,2.176,2.882
"PLEASER",2.421,0.579,0.632,1.579,0.526,2.263
"PLEASING",1.737,0.842,1.526,2.737,0.737,2.526
"PLEASINGLY",2.7,1.5,1.75,3.05,1.75,3.1
"PLEASURABLE",2.882,2.235,2.353,4.235,2.235,3.294
"PLEASURABLY",1.9,2.15,2.4,3.55,1.7,2.45
"PLEASURE",2.1,2.3,2.8,4.4,1.95,2.8
"PLEASURING",2.889,1.611,2.722,4.111,1.278,3.278
"PLEAT",0.455,0.364,2.545,0.455,0.273,2.909
"PLEATED",0.438,0.125,2,0.25,0.312,3.938
"PLEDGE",3.562,0,0.25,0.875,0,2.062
"PLENTIFUL",1.25,0.85,1.8,1,0.85,3.7
"PLENTIFULLY",1.778,0.944,2,1.889,0.833,4
"PLENTY",0.923,0.436,1.41,0.974,0.359,3.564
"PLETHORA",1.222,0.222,1.167,0.667,0.222,3.889
"PLEXIGLAS",0.6,0,2.867,0.133,0.467,4.533
"PLEXIGLASS",0.105,0,2.316,0.263,0,3.316
"PLIABILITY",0.357,0.071,3.286,0.714,0.071,2.286
"PLIABLE",0.143,0,3.357,0.357,0,3.071
"PLIANCY",0.692,0,2.385,0.154,0,2.692
"PLIANT",0.929,0.071,3.143,0.429,0.071,3.286
"PLIERS",0.706,0.176,3.529,0.176,0.412,4
"PLIGHT",1.722,0,0.278,1.833,0.556,2.111
"PLOD",0.75,0,0.917,1.25,0,2.167
"PLODDING",2.176,0,1.176,1,0,3.412
"PLOP",3.45,0,0.5,0.4,0,1.9
"PLOT",2.8,0,0.6,0.9,0,2.6
"PLOTLINE",3.471,0.294,0.353,0.588,0.294,3.412
"PLOTTED",2.588,0.176,0.765,0.824,0.412,3
"PLOTTER",1.667,0,0.6,0.667,0,2
"PLOTTING",2.9,0.25,1.1,0.7,0.25,3.05
"PLOUGH",0.938,0,1.875,0.188,0.312,2.812
"PLOW",0.941,0,1.941,0.235,0.176,3.706
"PLOWER",1.692,0,1.462,0,0.308,3.154
"PLOWING",2.438,0.125,1.625,0.719,0.312,3.719
"PLOWMAN",1.647,0,0.353,0.118,0,3.765
"PLOY",2.5,0.056,0.111,0.389,0,2.5
"PLUCK",0.895,0,2.211,0.737,0,2.316
"PLUCKED",0.625,0,2.812,0.75,0.062,3.562
"PLUCKER",0.607,0,1.964,0.286,0.071,2.321
"PLUCKINESS",1.769,0.077,0.615,1.077,0,1.615
"PLUG",1,0.25,1.9,0.9,0.4,3
"PLUG IN",0.684,0,3.105,0.421,0.263,3.895
"PLUGGABLE",0.562,0,1.938,0.562,0,2.812
"PLUGGED",1.211,0,2.316,0.737,0.158,3.579
"PLUGGING",0.647,0,2.588,0.118,0.118,3.588
"PLUM",0,3.778,2.444,0.167,2,3.444
"PLUM PUDDING",0.368,4.158,1.842,0.632,2.316,3.421
"PLUMAGE",1.167,0.25,1.833,1,0.583,3.833
"PLUMB",0.333,0.533,1.6,0.2,0.533,3
"PLUMBER",1.579,0.158,1.263,0.526,0.474,4
"PLUMBING",2.941,0,2.235,0.294,1.588,4.471
"PLUME",0.188,0,0.875,0,0.5,4.25
"PLUMED",0.333,0.083,0.167,0.083,0.167,1.833
"PLUMMET",1.471,0.235,1.118,2.588,0.118,3.529
"PLUMMETED",1.531,0.281,1.125,2.156,0.344,3.375
"PLUMP",0.714,0.829,3.029,1.171,0.4,3.086
"PLUMPER",0.542,0.583,1.875,0.792,0.25,3.667
"PLUMPING",0.333,0.111,1.889,0.667,0.056,2.778
"PLUMPISH",0.2,0.267,2.467,1.267,0.267,4.333
"PLUMPNESS",0.421,0.368,2.684,0.895,0.053,4
"PLUMPS",0.562,0.062,1.875,0.562,0,2.688
"PLUNDER",0.944,0.167,1.389,1.056,0.056,2.222
"PLUNDERER",1.4,0,0.2,0.467,0,2.867
"PLUNDERING",1.294,0.176,1.235,0.824,0.059,2.882
"PLUNGE",1.312,0.062,2.125,1.875,0.125,2.188
