concept,domain,subtype,source_dataset,notes,polysemy_risk,image_source,image_quality_flag,human_anchor_available
chick,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chicken_wire,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chicken1,sensory,food,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
chicken2,sensory,animal,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
chickpea,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chihuahua,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chili,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chime,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chimney,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chin,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chinaware,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chinchilla,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chip,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chipmunk,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chips,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chisel,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chive,sensory,"plant, food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chocolate,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chopsticks,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
christmas_card,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
christmas_tree,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
chute,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cigar,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cigarette,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cigarette_butt,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cigarette_holder,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cilantro,sensory,"plant, food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cinnamon,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clam,sensory,"animal, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clarinet,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clasp,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clay,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cleat,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cleaver,sensory,"weapon, kitchen tool, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clipboard,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clipper1,sensory,tool,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
clipper2,sensory,tool,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
cloak,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clock,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
closet,sensory,"furniture, container",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clothes,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clothesline,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clothespin,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cloud,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clove,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
clover,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coal,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coaster,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coat,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coat_rack,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cobra,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cockatoo,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cockroach,sensory,"animal, insect",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cocktail,sensory,drink,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coconut,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
cocoon,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coffee,sensory,drink,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coffee_bean,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coffee_filter,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coffee_pot,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coffee_table,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
coffeemaker,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
