concept,status,things_word,things_unique_id,archive_member,local_image,notes
bow2,covered,bow,bow2,THINGS-database/osfstorage/object_images/bow2/bow2_01s.jpg,data/images/things_max/bow2.jpg,selected THINGS archive image via filesystem
bow3,covered,bow,bow3,THINGS-database/osfstorage/object_images/bow3/bow3_01b.jpg,data/images/things_max/bow3.jpg,selected THINGS archive image via filesystem
bowl,covered,bowl,bowl,THINGS-database/osfstorage/object_images/bowl/bowl_01b.jpg,data/images/things_max/bowl.jpg,selected THINGS archive image via filesystem
bowler_hat,covered,bowler hat,bowler_hat,THINGS-database/osfstorage/object_images/bowler_hat/bowler_hat_01b.jpg,data/images/things_max/bowler_hat.jpg,selected THINGS archive image via filesystem
bowling_ball,covered,bowling ball,bowling_ball,THINGS-database/osfstorage/object_images/bowling_ball/bowling_ball_01b.jpg,data/images/things_max/bowling_ball.jpg,selected THINGS archive image via filesystem
bowtie,covered,bowtie,bowtie,THINGS-database/osfstorage/object_images/bowtie/bowtie_01b.jpg,data/images/things_max/bowtie.jpg,selected THINGS archive image via filesystem
box,covered,box,box,THINGS-database/osfstorage/object_images/box/box_01b.jpg,data/images/things_max/box.jpg,selected THINGS archive image via filesystem
boxer_shorts,covered,boxer shorts,boxer_shorts,THINGS-database/osfstorage/object_images/boxer_shorts/boxer_shorts_01b.jpg,data/images/things_max/boxer_shorts.jpg,selected THINGS archive image via filesystem
boxing_gloves,covered,boxing gloves,boxing_gloves,THINGS-database/osfstorage/object_images/boxing_gloves/boxing_gloves_01b.jpg,data/images/things_max/boxing_gloves.jpg,selected THINGS archive image via filesystem
boy,covered,boy,boy,THINGS-database/osfstorage/object_images/boy/boy_01b.jpg,data/images/things_max/boy.jpg,selected THINGS archive image via filesystem
bra,covered,bra,bra,THINGS-database/osfstorage/object_images/bra/bra_01s.jpg,data/images/things_max/bra.jpg,selected THINGS archive image via filesystem
brace,covered,brace,brace,THINGS-database/osfstorage/object_images/brace/brace_01b.jpg,data/images/things_max/brace.jpg,selected THINGS archive image via filesystem
bracelet1,covered,bracelet,bracelet1,THINGS-database/osfstorage/object_images/bracelet1/bracelet1_01s.jpg,data/images/things_max/bracelet1.jpg,selected THINGS archive image via filesystem
bracelet2,covered,bracelet,bracelet2,THINGS-database/osfstorage/object_images/bracelet2/bracelet2_01b.jpg,data/images/things_max/bracelet2.jpg,selected THINGS archive image via filesystem
bracket,covered,bracket,bracket,THINGS-database/osfstorage/object_images/bracket/bracket_01b.jpg,data/images/things_max/bracket.jpg,selected THINGS archive image via filesystem
braid,covered,braid,braid,THINGS-database/osfstorage/object_images/braid/braid_01b.jpg,data/images/things_max/braid.jpg,selected THINGS archive image via filesystem
brake,covered,brake,brake,THINGS-database/osfstorage/object_images/brake/brake_01b.jpg,data/images/things_max/brake.jpg,selected THINGS archive image via filesystem
branch,covered,branch,branch,THINGS-database/osfstorage/object_images/branch/branch_01b.jpg,data/images/things_max/branch.jpg,selected THINGS archive image via filesystem
brass_knuckles,covered,brass knuckles,brass_knuckles,THINGS-database/osfstorage/object_images/brass_knuckles/brass_knuckles_01b.jpg,data/images/things_max/brass_knuckles.jpg,selected THINGS archive image via filesystem
bread,covered,bread,bread,THINGS-database/osfstorage/object_images/bread/bread_01b.jpg,data/images/things_max/bread.jpg,selected THINGS archive image via filesystem
breadbox,covered,breadbox,breadbox,THINGS-database/osfstorage/object_images/breadbox/breadbox_01b.jpg,data/images/things_max/breadbox.jpg,selected THINGS archive image via filesystem
breadstick,covered,breadstick,breadstick,THINGS-database/osfstorage/object_images/breadstick/breadstick_01b.jpg,data/images/things_max/breadstick.jpg,selected THINGS archive image via filesystem
breakfast,covered,breakfast,breakfast,THINGS-database/osfstorage/object_images/breakfast/breakfast_01b.jpg,data/images/things_max/breakfast.jpg,selected THINGS archive image via filesystem
breathalyzer,covered,breathalyzer,breathalyzer,THINGS-database/osfstorage/object_images/breathalyzer/breathalyzer_01b.jpg,data/images/things_max/breathalyzer.jpg,selected THINGS archive image via filesystem
brick,covered,brick,brick,THINGS-database/osfstorage/object_images/brick/brick_01b.jpg,data/images/things_max/brick.jpg,selected THINGS archive image via filesystem
briefcase,covered,briefcase,briefcase,THINGS-database/osfstorage/object_images/briefcase/briefcase_01b.jpg,data/images/things_max/briefcase.jpg,selected THINGS archive image via filesystem
broccoli,covered,broccoli,broccoli,THINGS-database/osfstorage/object_images/broccoli/broccoli_01b.jpg,data/images/things_max/broccoli.jpg,selected THINGS archive image via filesystem
brooch,covered,brooch,brooch,THINGS-database/osfstorage/object_images/brooch/brooch_01b.jpg,data/images/things_max/brooch.jpg,selected THINGS archive image via filesystem
broom,covered,broom,broom,THINGS-database/osfstorage/object_images/broom/broom_01b.jpg,data/images/things_max/broom.jpg,selected THINGS archive image via filesystem
brownie,covered,brownie,brownie,THINGS-database/osfstorage/object_images/brownie/brownie_01b.jpg,data/images/things_max/brownie.jpg,selected THINGS archive image via filesystem
brush,covered,brush,brush,THINGS-database/osfstorage/object_images/brush/brush_01s.jpg,data/images/things_max/brush.jpg,selected THINGS archive image via filesystem
brussels_sprouts,covered,brussels sprouts,brussels_sprouts,THINGS-database/osfstorage/object_images/brussels_sprouts/brussels_sprouts_01b.jpg,data/images/things_max/brussels_sprouts.jpg,selected THINGS archive image via filesystem
bubble,covered,bubble,bubble,THINGS-database/osfstorage/object_images/bubble/bubble_01b.jpg,data/images/things_max/bubble.jpg,selected THINGS archive image via filesystem
bubble_wrap,covered,bubble wrap,bubble_wrap,THINGS-database/osfstorage/object_images/bubble_wrap/bubble_wrap_01b.jpg,data/images/things_max/bubble_wrap.jpg,selected THINGS archive image via filesystem
bucket,covered,bucket,bucket,THINGS-database/osfstorage/object_images/bucket/bucket_01b.jpg,data/images/things_max/bucket.jpg,selected THINGS archive image via filesystem
buckle,covered,buckle,buckle,THINGS-database/osfstorage/object_images/buckle/buckle_01b.jpg,data/images/things_max/buckle.jpg,selected THINGS archive image via filesystem
buffet,covered,buffet,buffet,THINGS-database/osfstorage/object_images/buffet/buffet_01b.jpg,data/images/things_max/buffet.jpg,selected THINGS archive image via filesystem
bug,covered,bug,bug,THINGS-database/osfstorage/object_images/bug/bug_01b.jpg,data/images/things_max/bug.jpg,selected THINGS archive image via filesystem
buggy,covered,buggy,buggy,THINGS-database/osfstorage/object_images/buggy/buggy_01s.jpg,data/images/things_max/buggy.jpg,selected THINGS archive image via filesystem
bull,covered,bull,bull,THINGS-database/osfstorage/object_images/bull/bull_01b.jpg,data/images/things_max/bull.jpg,selected THINGS archive image via filesystem
bulldozer,covered,bulldozer,bulldozer,THINGS-database/osfstorage/object_images/bulldozer/bulldozer_01b.jpg,data/images/things_max/bulldozer.jpg,selected THINGS archive image via filesystem
bullet,covered,bullet,bullet,THINGS-database/osfstorage/object_images/bullet/bullet_01s.jpg,data/images/things_max/bullet.jpg,selected THINGS archive image via filesystem
bulletin_board,covered,bulletin board,bulletin_board,THINGS-database/osfstorage/object_images/bulletin_board/bulletin_board_01b.jpg,data/images/things_max/bulletin_board.jpg,selected THINGS archive image via filesystem
bulletproof_vest,covered,bulletproof vest,bulletproof_vest,THINGS-database/osfstorage/object_images/bulletproof_vest/bulletproof_vest_01s.jpg,data/images/things_max/bulletproof_vest.jpg,selected THINGS archive image via filesystem
bumper,covered,bumper,bumper,THINGS-database/osfstorage/object_images/bumper/bumper_01b.jpg,data/images/things_max/bumper.jpg,selected THINGS archive image via filesystem
bun,covered,bun,bun,THINGS-database/osfstorage/object_images/bun/bun_01b.jpg,data/images/things_max/bun.jpg,selected THINGS archive image via filesystem
bungee,covered,bungee,bungee,THINGS-database/osfstorage/object_images/bungee/bungee_01b.jpg,data/images/things_max/bungee.jpg,selected THINGS archive image via filesystem
bunkbed,covered,bunkbed,bunkbed,THINGS-database/osfstorage/object_images/bunkbed/bunkbed_01b.jpg,data/images/things_max/bunkbed.jpg,selected THINGS archive image via filesystem
buoy,covered,buoy,buoy,THINGS-database/osfstorage/object_images/buoy/buoy_01b.jpg,data/images/things_max/buoy.jpg,selected THINGS archive image via filesystem
burner,covered,burner,burner,THINGS-database/osfstorage/object_images/burner/burner_01b.jpg,data/images/things_max/burner.jpg,selected THINGS archive image via filesystem
burrito,covered,burrito,burrito,THINGS-database/osfstorage/object_images/burrito/burrito_01b.jpg,data/images/things_max/burrito.jpg,selected THINGS archive image via filesystem
bus,covered,bus,bus,THINGS-database/osfstorage/object_images/bus/bus_01b.jpg,data/images/things_max/bus.jpg,selected THINGS archive image via filesystem
bush,covered,bush,bush,THINGS-database/osfstorage/object_images/bush/bush_01s.jpg,data/images/things_max/bush.jpg,selected THINGS archive image via filesystem
butter,covered,butter,butter,THINGS-database/osfstorage/object_images/butter/butter_01b.jpg,data/images/things_max/butter.jpg,selected THINGS archive image via filesystem
butterfly,covered,butterfly,butterfly,THINGS-database/osfstorage/object_images/butterfly/butterfly_01b.jpg,data/images/things_max/butterfly.jpg,selected THINGS archive image via filesystem
button1,covered,button,button1,THINGS-database/osfstorage/object_images/button1/button1_01b.jpg,data/images/things_max/button1.jpg,selected THINGS archive image via filesystem
button2,covered,button,button2,THINGS-database/osfstorage/object_images/button2/button2_01b.jpg,data/images/things_max/button2.jpg,selected THINGS archive image via filesystem
cabbage,covered,cabbage,cabbage,THINGS-database/osfstorage/object_images/cabbage/cabbage_01b.jpg,data/images/things_max/cabbage.jpg,selected THINGS archive image via filesystem
cabinet,covered,cabinet,cabinet,THINGS-database/osfstorage/object_images/cabinet/cabinet_01s.jpg,data/images/things_max/cabinet.jpg,selected THINGS archive image via filesystem
cable,covered,cable,cable,THINGS-database/osfstorage/object_images/cable/cable_01b.jpg,data/images/things_max/cable.jpg,selected THINGS archive image via filesystem
cactus,covered,cactus,cactus,THINGS-database/osfstorage/object_images/cactus/cactus_01b.jpg,data/images/things_max/cactus.jpg,selected THINGS archive image via filesystem
cage,covered,cage,cage,THINGS-database/osfstorage/object_images/cage/cage_01b.jpg,data/images/things_max/cage.jpg,selected THINGS archive image via filesystem
cake,covered,cake,cake,THINGS-database/osfstorage/object_images/cake/cake_01b.jpg,data/images/things_max/cake.jpg,selected THINGS archive image via filesystem
cake_mix,covered,cake mix,cake_mix,THINGS-database/osfstorage/object_images/cake_mix/cake_mix_01b.jpg,data/images/things_max/cake_mix.jpg,selected THINGS archive image via filesystem
calamari,covered,calamari,calamari,THINGS-database/osfstorage/object_images/calamari/calamari_01b.jpg,data/images/things_max/calamari.jpg,selected THINGS archive image via filesystem
calculator,covered,calculator,calculator,THINGS-database/osfstorage/object_images/calculator/calculator_01b.jpg,data/images/things_max/calculator.jpg,selected THINGS archive image via filesystem
calf1,covered,calf,calf1,THINGS-database/osfstorage/object_images/calf1/calf1_01b.jpg,data/images/things_max/calf1.jpg,selected THINGS archive image via filesystem
calf2,covered,calf,calf2,THINGS-database/osfstorage/object_images/calf2/calf2_01b.jpg,data/images/things_max/calf2.jpg,selected THINGS archive image via filesystem
calzone,covered,calzone,calzone,THINGS-database/osfstorage/object_images/calzone/calzone_01s.jpg,data/images/things_max/calzone.jpg,selected THINGS archive image via filesystem
camcorder,covered,camcorder,camcorder,THINGS-database/osfstorage/object_images/camcorder/camcorder_01b.jpg,data/images/things_max/camcorder.jpg,selected THINGS archive image via filesystem
camel,covered,camel,camel,THINGS-database/osfstorage/object_images/camel/camel_01b.jpg,data/images/things_max/camel.jpg,selected THINGS archive image via filesystem
camera_lens,covered,camera lens,camera_lens,THINGS-database/osfstorage/object_images/camera_lens/camera_lens_01b.jpg,data/images/things_max/camera_lens.jpg,selected THINGS archive image via filesystem
camera1,covered,camera,camera1,THINGS-database/osfstorage/object_images/camera1/camera1_01b.jpg,data/images/things_max/camera1.jpg,selected THINGS archive image via filesystem
camera2,covered,camera,camera2,THINGS-database/osfstorage/object_images/camera2/camera2_01b.jpg,data/images/things_max/camera2.jpg,selected THINGS archive image via filesystem
camper,covered,camper,camper,THINGS-database/osfstorage/object_images/camper/camper_01b.jpg,data/images/things_max/camper.jpg,selected THINGS archive image via filesystem
can,covered,can,can,THINGS-database/osfstorage/object_images/can/can_01s.jpg,data/images/things_max/can.jpg,selected THINGS archive image via filesystem
can_opener,covered,can opener,can_opener,THINGS-database/osfstorage/object_images/can_opener/can_opener_01b.jpg,data/images/things_max/can_opener.jpg,selected THINGS archive image via filesystem
candelabra,covered,candelabra,candelabra,THINGS-database/osfstorage/object_images/candelabra/candelabra_01b.jpg,data/images/things_max/candelabra.jpg,selected THINGS archive image via filesystem
candle,covered,candle,candle,THINGS-database/osfstorage/object_images/candle/candle_01b.jpg,data/images/things_max/candle.jpg,selected THINGS archive image via filesystem
