concept,subtype,matched_image,degraded_image,status,source_kind,notes
brush,tool,data/images/things_max/brush.jpg,data/images/things_max/degraded/brush.png,ready,things_archive,THINGS archive image and degraded derivative available
brussels_sprouts,"food, vegetable",data/images/things_max/brussels_sprouts.jpg,data/images/things_max/degraded/brussels_sprouts.png,ready,things_archive,THINGS archive image and degraded derivative available
bubble,Noun,data/images/things_max/bubble.jpg,data/images/things_max/degraded/bubble.png,ready,things_archive,THINGS archive image and degraded derivative available
bubble_wrap,#N/A,data/images/things_max/bubble_wrap.jpg,data/images/things_max/degraded/bubble_wrap.png,ready,things_archive,THINGS archive image and degraded derivative available
bucket,container,data/images/things_max/bucket.jpg,data/images/things_max/degraded/bucket.png,ready,things_archive,THINGS archive image and degraded derivative available
buckle,clothing accessory,data/images/things_max/buckle.jpg,data/images/things_max/degraded/buckle.png,ready,things_archive,THINGS archive image and degraded derivative available
buffet,food,data/images/things_max/buffet.jpg,data/images/things_max/degraded/buffet.png,ready,things_archive,THINGS archive image and degraded derivative available
bug,"animal, insect",data/images/things_max/bug.jpg,data/images/things_max/degraded/bug.png,ready,things_archive,THINGS archive image and degraded derivative available
buggy,vehicle,data/images/things_max/buggy.jpg,data/images/things_max/degraded/buggy.png,ready,things_archive,THINGS archive image and degraded derivative available
bull,animal,data/images/things_max/bull.jpg,data/images/things_max/degraded/bull.png,ready,things_archive,THINGS archive image and degraded derivative available
bulldozer,vehicle,data/images/things_max/bulldozer.jpg,data/images/things_max/degraded/bulldozer.png,ready,things_archive,THINGS archive image and degraded derivative available
bullet,weapon,data/images/things_max/bullet.jpg,data/images/things_max/degraded/bullet.png,ready,things_archive,THINGS archive image and degraded derivative available
bulletin_board,#N/A,data/images/things_max/bulletin_board.jpg,data/images/things_max/degraded/bulletin_board.png,ready,things_archive,THINGS archive image and degraded derivative available
bulletproof_vest,clothing,data/images/things_max/bulletproof_vest.jpg,data/images/things_max/degraded/bulletproof_vest.png,ready,things_archive,THINGS archive image and degraded derivative available
bumper,part of car,data/images/things_max/bumper.jpg,data/images/things_max/degraded/bumper.png,ready,things_archive,THINGS archive image and degraded derivative available
bun,food,data/images/things_max/bun.jpg,data/images/things_max/degraded/bun.png,ready,things_archive,THINGS archive image and degraded derivative available
bungee,"tool, sports equipment",data/images/things_max/bungee.jpg,data/images/things_max/degraded/bungee.png,ready,things_archive,THINGS archive image and degraded derivative available
bunkbed,furniture,data/images/things_max/bunkbed.jpg,data/images/things_max/degraded/bunkbed.png,ready,things_archive,THINGS archive image and degraded derivative available
buoy,Noun,data/images/things_max/buoy.jpg,data/images/things_max/degraded/buoy.png,ready,things_archive,THINGS archive image and degraded derivative available
burner,kitchen appliance,data/images/things_max/burner.jpg,data/images/things_max/degraded/burner.png,ready,things_archive,THINGS archive image and degraded derivative available
burrito,food,data/images/things_max/burrito.jpg,data/images/things_max/degraded/burrito.png,ready,things_archive,THINGS archive image and degraded derivative available
bus,vehicle,data/images/things_max/bus.jpg,data/images/things_max/degraded/bus.png,ready,things_archive,THINGS archive image and degraded derivative available
bush,plant,data/images/things_max/bush.jpg,data/images/things_max/degraded/bush.png,ready,things_archive,THINGS archive image and degraded derivative available
butter,food,data/images/things_max/butter.jpg,data/images/things_max/degraded/butter.png,ready,things_archive,THINGS archive image and degraded derivative available
butterfly,"animal, insect",data/images/things_max/butterfly.jpg,data/images/things_max/degraded/butterfly.png,ready,things_archive,THINGS archive image and degraded derivative available
button1,clothing accessory,data/images/things_max/button1.jpg,data/images/things_max/degraded/button1.png,ready,things_archive,THINGS archive image and degraded derivative available
button2,Noun,data/images/things_max/button2.jpg,data/images/things_max/degraded/button2.png,ready,things_archive,THINGS archive image and degraded derivative available
cabbage,"plant, food, vegetable",data/images/things_max/cabbage.jpg,data/images/things_max/degraded/cabbage.png,ready,things_archive,THINGS archive image and degraded derivative available
cabinet,"furniture, container",data/images/things_max/cabinet.jpg,data/images/things_max/degraded/cabinet.png,ready,things_archive,THINGS archive image and degraded derivative available
cable,Noun,data/images/things_max/cable.jpg,data/images/things_max/degraded/cable.png,ready,things_archive,THINGS archive image and degraded derivative available
cactus,plant,data/images/things_max/cactus.jpg,data/images/things_max/degraded/cactus.png,ready,things_archive,THINGS archive image and degraded derivative available
cage,container,data/images/things_max/cage.jpg,data/images/things_max/degraded/cage.png,ready,things_archive,THINGS archive image and degraded derivative available
cake,"food, dessert",data/images/things_max/cake.jpg,data/images/things_max/degraded/cake.png,ready,things_archive,THINGS archive image and degraded derivative available
cake_mix,"food, dessert",data/images/things_max/cake_mix.jpg,data/images/things_max/degraded/cake_mix.png,ready,things_archive,THINGS archive image and degraded derivative available
calamari,food,data/images/things_max/calamari.jpg,data/images/things_max/degraded/calamari.png,ready,things_archive,THINGS archive image and degraded derivative available
calculator,Noun,data/images/things_max/calculator.jpg,data/images/things_max/degraded/calculator.png,ready,things_archive,THINGS archive image and degraded derivative available
calf1,animal,data/images/things_max/calf1.jpg,data/images/things_max/degraded/calf1.png,ready,things_archive,THINGS archive image and degraded derivative available
calf2,body part,data/images/things_max/calf2.jpg,data/images/things_max/degraded/calf2.png,ready,things_archive,THINGS archive image and degraded derivative available
calzone,food,data/images/things_max/calzone.jpg,data/images/things_max/degraded/calzone.png,ready,things_archive,THINGS archive image and degraded derivative available
camcorder,electronic device,data/images/things_max/camcorder.jpg,data/images/things_max/degraded/camcorder.png,ready,things_archive,THINGS archive image and degraded derivative available
camel,animal,data/images/things_max/camel.jpg,data/images/things_max/degraded/camel.png,ready,things_archive,THINGS archive image and degraded derivative available
camera_lens,#N/A,data/images/things_max/camera_lens.jpg,data/images/things_max/degraded/camera_lens.png,ready,things_archive,THINGS archive image and degraded derivative available
camera1,electronic device,data/images/things_max/camera1.jpg,data/images/things_max/degraded/camera1.png,ready,things_archive,THINGS archive image and degraded derivative available
camera2,electronic device,data/images/things_max/camera2.jpg,data/images/things_max/degraded/camera2.png,ready,things_archive,THINGS archive image and degraded derivative available
camper,vehicle,data/images/things_max/camper.jpg,data/images/things_max/degraded/camper.png,ready,things_archive,THINGS archive image and degraded derivative available
can,container,data/images/things_max/can.jpg,data/images/things_max/degraded/can.png,ready,things_archive,THINGS archive image and degraded derivative available
can_opener,"kitchen tool, tool",data/images/things_max/can_opener.jpg,data/images/things_max/degraded/can_opener.png,ready,things_archive,THINGS archive image and degraded derivative available
candelabra,home decor,data/images/things_max/candelabra.jpg,data/images/things_max/degraded/candelabra.png,ready,things_archive,THINGS archive image and degraded derivative available
candle,home decor,data/images/things_max/candle.jpg,data/images/things_max/degraded/candle.png,ready,things_archive,THINGS archive image and degraded derivative available
candlestick,home decor,data/images/things_max/candlestick.jpg,data/images/things_max/degraded/candlestick.png,ready,things_archive,THINGS archive image and degraded derivative available
candy,food,data/images/things_max/candy.jpg,data/images/things_max/degraded/candy.png,ready,things_archive,THINGS archive image and degraded derivative available
candy_bar,food,data/images/things_max/candy_bar.jpg,data/images/things_max/degraded/candy_bar.png,ready,things_archive,THINGS archive image and degraded derivative available
